"","id","dam","sire"
"9958","2003_P-01_B","584-09648","754-10164"
"9959","2003_P-10_2","754-10002","714-11441"
"9960","764-55486","754-10004","714-17130"
"9961","2003_Q-02_2","754-10004","714-17130"
"9962","2003_Q-05_1","764-55157","764-55186"
"9963","2003_Q-05_2","764-55157","764-55186"
"9964","2003_Q-11_1","754-10483","584-02134"
"9965","2003_Q-11_2","754-10483","584-02134"
"9966","2003_Q-11_3","754-10483","584-02134"
"9967","2003_Q-11_4","754-10483","584-02134"
"9968","2003_Q-12_1","714-10746",NA
"9969","2003_Q-12_2","714-10746",NA
"9970","2003_R-01_1",NA,"764-55014"
"9971","2003_T-04_1",NA,"714-17483"
"9972","2003_T-04_2",NA,"714-17483"
"9973","2004_A-02_1","754-10479","764-55156"
"9974","2004_A-02_2","754-10479","764-55156"
"9975","2004_B-04_2","714-10959","714-17375"
"9976","2004_C-02_2","764-55133","724-39124"
"9977","2004_C-11_2","754-10028","684-45169"
"9978","2004_E-07_2","764-55042","754-10498"
"9979","2004_E-12_1","754-10455","584-09930"
"9980","2004_G-05_1","714-11482","764-55195"
"9981","2004_G-05_2","714-11482","764-55195"
"9982","2004_G-08_1","714-11053","764-55079"
"9983","2004_G-08_2","714-11053","764-55079"
"9984","2004_G-11_1",NA,"684-59731"
"9985","2004_G-11_2",NA,"684-59731"
"9986","2004_G-16_1",NA,"764-55082"
"9987","2004_I-01_1",NA,"714-17263"
"9988","2004_I-01_2",NA,"714-17263"
"9989","2004_I-09_2","754-10478","754-10043"
"9990","2004_I-11_1","714-10997","714-10776"
"9991","2004_I-11_2","714-10997","714-10776"
"9992","2004_J-02_1","714-17201","584-12292"
"9993","2004_J-02_2","714-17201","584-12292"
"9994","2004_K-05_2","714-17335","684-59959"
"9995","2004_L-11_1","714-17345",NA
"9996","2004_L-11_2","714-17345",NA
"9997","2004_M-06_1","764-55496","754-10088"
"9998","2004_M-06_2","764-55496","754-10088"
"9999","2004_M-07_1","684-45397","684-59820"
"10000","2004_M-07_2","684-45397","684-59820"
"10001","2004_M-09_1","754-10200","714-11257"
"10002","2004_M-10_1","684-45474","754-10323"
"10003","2004_N-04_1","684-45538","684-59737"
"10004","2004_N-04_2","684-45538","684-59737"
"10005","2004_N-06_2","684-59769","714-10936"
"10006","2004_O-04_2","764-55244","754-10087"
"10007","2004_O-05_1","714-10606","754-10013"
"10008","2004_O-05_2","714-10606","754-10013"
"10009","2004_O-09_1",NA,"764-55060"
"10010","2004_P-02_1","684-45636",NA
"10011","2004_Q-05_1","764-55157","764-55186"
"10012","2004_Q-05_2","764-55157","764-55186"
"10013","2004_R-01_1",NA,"764-55014"
"10014","2004_R-01_2",NA,"764-55014"
"10015","2004_T-04_1",NA,"714-17483"
"10016","2004_T-04_2",NA,"714-17483"
"10017","2005_C-02_1","764-55133","724-39124"
"10018","2005_E-05_2","764-55194","764-55011"
"10019","2005_E-07_1","764-55042","754-10498"
"10020","2005_E-12_1","754-10455","584-09930"
"10021","2005_E-12_2","754-10455","584-09930"
"10022","2005_G-06_1","714-11482","764-55195"
"10023","2005_G-11_1",NA,"684-59731"
"10024","2005_G-11_2",NA,"684-59731"
"10025","2005_I-09_2","754-10478","754-10043"
"10026","2005_I-11_A","714-10997","714-10776"
"10027","2005_I-11_B","714-10997","714-10776"
"10028","2005_J-02_2","714-17201","764-55082"
"10029","2005_K-04_2","684-59750","754-10328"
"10030","2005_M-07_2","684-45397","724-39114"
"10031","2005_M-10_2",NA,"754-10323"
"10032","2006_B-02_1",NA,"754-10284"
"10033","2006_B-02_2",NA,"754-10284"
"10034","2006_E-05_2","754-10455","764-55011"
"10035","2006_G-05_1","754-10217","764-55195"
"10036","2006_G-05_2","754-10217","764-55195"
"10037","2006_I-09_1","754-10478","754-10043"
"10038","2006_I-09_2","754-10478","754-10043"
"10039","2006_I-11_A","714-10997","714-10776"
"10040","2006_I-11_B","714-10997","714-10776"
"10041","2006_I-12_1","754-10476","714-17263"
"10042","2006_I-12_2","754-10476","714-17263"
"10043","2006_K-05_1","714-17335","764-55308"
"10044","0944-02320","754-10200","754-10323"
"10045","0944-02321","754-10200","754-10323"
"10046","0944-02324",NA,"754-10204"
"10047","0944-02325",NA,"754-10204"
"10048","2006_O-04_2","764-55244","754-10087"
"10049","2006_P-10_2","754-10002","714-11441"
"10050","2007_D-05_1","844-74822","674-62725"
"10051","2007_E-12_2","684-59896","584-09930"
"10052","2007_G-05_1","754-10217","764-55195"
"10053","2007_G-05_2","754-10217","764-55195"
"10054","2007_N-07_1","674-62736","764-55475"
"10055","2007_N-07_2","674-62736","764-55475"
"10056","2007_R-01_2",NA,"764-55014"
"10057","2007_S-02_2","764-55321","0944-02424"
"10058","2008_B-05_1","674-62707","754-10284"
"10059","2008_B-06_1","754-10495","754-10284"
"10060","2008_B-06_2","754-10495","754-10284"
"10061","2008_D-05_1","844-74822","674-62725"
"10062","2008_D-05_2","844-74822","674-62725"
"10063","2008_E-05_1","754-10455","764-55011"
"10064","2008_E-05_2","754-10455","764-55011"
"10065","2008_E-07_1","764-55042","754-10498"
"10066","2008_E-07_2","764-55042","754-10498"
"10067","2008_E-07_R1","764-55042","754-10498"
"10068","2008_E-12_1",NA,"584-09930"
"10069","2008_E-12_2",NA,"584-09930"
"10070","2008_E-12_R1",NA,"584-09930"
"10071","2008_E-12_R2",NA,"584-09930"
"10072","2008_G-11_1","844-74874","684-59731"
"10073","2008_G-11_2","844-74874","684-59731"
"10074","2008_I-08_1",NA,"754-10043"
"10075","2008_I-08_RA",NA,"754-10043"
"10076","2008_I-08_RB",NA,"754-10043"
"10077","2008_K-04_1","684-59750","674-62738"
"10078","2008_K-04_2","684-59750","674-62738"
"10079","2008_M-09_1","754-10200","754-10323"
"10080","2008_M-09_RA","754-10200","754-10323"
"10081","2008_M-09_RB","754-10200","754-10323"
"10082","2008_M-14_2","714-11219","754-10204"
"10083","2008_M-14_R1","714-11219","754-10204"
"10084","2008_M-15_1","794-53888",NA
"10085","2008_M-15_2","794-53888",NA
"10086","2008_N-04_1","754-10490","684-59737"
"10087","2008_N-04_2","754-10490","684-59737"
"10088","2008_N-04_R1","754-10490","684-59737"
"10089","2008_N-07_1","674-62736","764-55475"
"10090","2008_N-07_2","674-62736","764-55475"
"10091","2008_O-08_1","674-62761","764-55060"
"10092","2008_O-08_2","674-62761","764-55060"
"10093","2008_O-08_R1","674-62761","764-55060"
"10094","2008_P-10_1","754-10002","714-11441"
"10095","2008_P-10_2","754-10002","714-11441"
"10096","2008_P-10_R1","754-10002","714-11441"
"10097","2008_Q-02_1","764-55157","754-10484"
"10098","2008_Q-02_2","764-55157","754-10484"
"10099","2008_Q-02_R1","764-55157","754-10484"
"10100","2008_Q-02_R2","764-55157","754-10484"
"10101","2008_R-01_1",NA,"764-55014"
"10102","2008_R-01_2",NA,"764-55014"
"10103","2008_R-04_1","724-39171",NA
"10104","2008_R-04_2","724-39171",NA
"10105","2008_T-04_1",NA,"714-17483"
"10106","2008_T-04_2",NA,"714-17483"
"10107","2009_B-05_1","674-62707","754-10284"
"10108","2009_B-05_2","674-62707","754-10284"
"10109","2009_B-06_1","754-10495","754-10284"
"10110","2009_C-01_1","764-55133","674-62758"
"10111","2009_C-01_2","764-55133","674-62758"
"10112","2009_E-05_1","754-10455","764-55011"
"10113","2009_E-07_1","764-55042","754-10498"
"10114","2009_E-07_2","764-55042","754-10498"
"10115","2009_E-12_1",NA,"584-09930"
"10116","2009_G-05_1","754-10217","674-62721"
"10117","2009_G-05_2","754-10217","674-62721"
"10118","2009_G-11_1",NA,"684-59731"
"10119","2009_I-08_1",NA,"754-10043"
"10120","2009_I-08_2",NA,"754-10043"
"10121","2009_K-04_1","684-59750","674-62738"
"10122","2009_M-09_1","754-10200","754-10323"
"10123","2009_M-14_1","714-11219","754-10204"
"10124","2009_M-14_2","714-11219","754-10204"
"10125","2009_M-15_1","794-53888",NA
"10126","2009_N-02_1","714-11005","794-53875"
"10127","2009_N-02_2","714-11005","794-53875"
"10128","2009_N-04_1","754-10490","684-59737"
"10129","2009_N-04_2","754-10490","684-59737"
"10130","2009_N-08_1","674-62736","764-55475"
"10131","2009_N-08_2","674-62736","764-55475"
"10132","2009_O-08_1","674-62761","764-55060"
"10133","2009_O-08_2","674-62761","764-55060"
"10134","2009_P-01_1","764-55497","864-01041"
"10135","2009_P-01_2","764-55497","864-01041"
"10136","2009_P-10_1","754-10002","714-11441"
"10137","2009_P-10_2","754-10002","714-11441"
"10138","2009_Q-02_1","764-55157","754-10484"
"10139","2009_Q-02_2","764-55157","754-10484"
"10140","2009_R-04_1","724-39171",NA
"10141","2009_R-04_2","724-39171",NA
"10142","2009_S-03_1","764-55250","764-55014"
"10143","2009_S-03_2","764-55250","764-55014"
"10144","2009_T-04_1",NA,"714-17483"
"10145","2009_T-04_2",NA,"714-17483"
"10146","2010_C-01_2","764-55133","674-62758"
"10147","2010_E-05_1","754-10455","764-55011"
"10148","2010_E-07_2","764-55042","754-10498"
"10149","2010_G-05_1","754-10217","674-62721"
"10150","2010_G-05_2","754-10217","674-62721"
"10151","2010_G-11_1",NA,"684-59731"
"10152","2010_G-11_2",NA,"684-59731"
"10153","2010_M-09_2","754-10200","754-10323"
"10154","2010_M-14_1","714-11219","754-10204"
"10155","2010_M-14_2","714-11219","754-10204"
"10156","2010_M-15_1","794-53888",NA
"10157","2010_N-02_1","714-11005",NA
"10158","2010_N-02_2","714-11005",NA
"10159","2010_N-04_1","754-10490","684-59737"
"10160","2010_N-08_1","674-62736","764-55475"
"10161","2010_N-08_2","674-62736","764-55475"
"10162","2010_O-08_2","674-62761","764-55060"
"10163","2010_P-06_1","674-62935",NA
"10164","2010_P-10_1","754-10002","714-11441"
"10165","2010_P-10_2","754-10002","714-11441"
"10166","2010_Q-08_1","0944-02387","554-56624"
"10167","2010_Q-08_2","0944-02387","554-56624"
"10168","2010_R-04_1","724-39171",NA
"10169","2010_R-04_2","724-39171",NA
"10170","2010_T-04_1",NA,"714-17483"
"10171","2010_T-04_2",NA,"714-17483"
"10172","2011_B-06_1","0944-06081","754-10284"
"10173","2011_B-06_2","0944-06081","754-10284"
"10174","2011_C-01_1","764-55133","674-62758"
"10175","2011_C-01_2","764-55133","674-62758"
"10176","0944-06214","674-62958","794-53848"
"10177","0944-06215","674-62958","794-53848"
"10178","2011_E-05_1","754-10455","764-55011"
"10179","2011_G-11_A",NA,"684-59731"
"10180","2011_G-11_B",NA,"684-59731"
"10181","0944-06212","754-10200","754-10323"
"10182","2011_M-09_B","754-10200","754-10323"
"10183","2011_M-14_A","714-11219","754-10204"
"10184","0944-06211","714-11219","754-10204"
"10185","2011_N-02_A","714-11005","754-10196"
"10186","2011_N-02_B","714-11005","754-10196"
"10187","2011_N-04_2","674-62722","684-59737"
"10188","2011_N-08_2","0944-06074","764-55475"
"10189","2011_O-02_2","0944-02348","674-62754"
"10190","2011_P-06_1","674-62935","0944-02250"
"10191","2011_P-06_2","674-62935","0944-02250"
"10192","2011_P-06_3","674-62935","0944-02250"
"10193","2011_Q-08_2","0944-02387","554-56624"
"10194","2011_R-04_2","724-39171","0944-06084"
"10195","2011_T-04_A",NA,"714-17483"
"10196","2011_T-04_B",NA,"714-17483"
"10197","2012_E-01_1","0944-06001","0944-02266"
"10198","2012_E-02_1","0944-06059","674-62912"
"10199","2012_E-07_1","764-55042",NA
"10200","2012_E-07_2","764-55042",NA
"10201","2012_E-07_3","764-55042",NA
"10202","2012_F-01_1","754-10066","0944-06085"
"10203","2012_F-01_2","754-10066","0944-06085"
"10204","2012_F-01_R1","754-10066","0944-06085"
"10205","2012_G-06_1","754-10217","674-62721"
"10206","2012_G-06_2","754-10217","674-62721"
"10207","2012_M-07_1","0944-02371",NA
"10208","2012_M-07_2","0944-02371",NA
"10209","2012_M-09_RA","754-10200","754-10323"
"10210","2012_M-09_RB","754-10200","754-10323"
"10211","2012_N-08_A","0944-06074","764-55475"
"10212","2012_N-08_B","0944-06074","764-55475"
"10213","2012_N-08_R1","0944-06074","764-55475"
"10214","2012_N-08_R2","0944-06074","764-55475"
"10215","2012_O-02_R1","0944-02348","674-62754"
"10216","2012_O-02_R2","0944-02348","674-62754"
"10217","2012_P-06_1","674-62935","0944-02250"
"10218","2012_P-06_2","674-62935","0944-02250"
"10219","2012_R-04_1","724-39171","0944-06084"
"10220","2012_R-04_2","724-39171","0944-06084"
"10221","2012_R-04_R3","724-39171","0944-06084"
"10222","2013_C-01_1","764-55133","674-62758"
"10223","0944-06403","764-55133","674-62758"
"10224","2013_C-02_1","0944-06086","0944-02399"
"10225","2013_C-02_2","0944-06086","0944-02399"
"10226","2013_C-04_2","674-62958","554-56618"
"10227","0944-06428","844-74838","754-10184"
"10228","0944-06429","844-74838","754-10184"
"10229","2013_E-02_A","0944-06059","674-62912"
"10230","2013_E-02_B","0944-06059","674-62912"
"10231","0944-06443","764-55042","754-10498"
"10232","0944-06444","764-55042","754-10498"
"10233","2013_G-06_1","754-10217",NA
"10234","2013_N-08_2","0944-06238","764-55475"
"10235","0944-05617","0944-02387","554-56624"
"10236","0944-05618","0944-02387","554-56624"
"10237","0944-05645","674-62722","794-53898"
"10238","2013_W-01_2","674-62722","794-53898"
"10239","0944-06401","674-62961",NA
"10240","0944-06402","674-62961",NA
"10241","2014_C-02_1","0944-06086","0944-02399"
"10242","2014_C-02_2","0944-06086","0944-02399"
"10243","2014_G-06_1","754-10217","674-62957"
"10244","2014_M-14_1","674-62739","754-10204"
"10245","2014_M-14_2","674-62739","754-10204"
"10246","2014_O-02_1","0944-02348","674-62754"
"10247","2014_O-02_2","0944-02348","674-62754"
"10248","2014_O-09_1","754-10479","0944-02390"
"10249","2014_P-06_A","674-62935","0944-02250"
"10250","2014_P-06_B","674-62935","0944-02250"
"10251","2014_P-08_1","714-11066",NA
"10252","2014_P-08_2","714-11066",NA
"10253","2014_Q-08_2","0944-02387","554-56624"
"10254","2014_T-01_1","794-53845","864-01021"
"10255","2014_T-01_B","794-53845","864-01021"
"10256","2014_W-01_A","0944-06245","794-53898"
"10257","2014_W-01_B","0944-06245","794-53898"
"10258","0944-05770","0944-06099","0944-06147"
"10259","0944-05771","0944-06099","0944-06147"
"10260","554-55631","674-62958","0944-06065"
"10261","554-55632","674-62958","0944-06065"
"10262","0944-05754","714-11066","794-53898"
"10263","0944-05755","714-11066","794-53898"
"10264","2015_P-05_1","0944-06405","0944-02250"
"10265","554-56687","0944-06145","0944-06088"
"10266","2015_Q-07_B","0944-06145","0944-06088"
"10267","0944-05774","0944-06462","0944-06076"
"10268","2015_U-05_2","0944-06462","0944-06076"
"10269","2016_C-01_2","764-55133","674-62758"
"10270","2016_C-01_R1","764-55133","674-62758"
"10271","2016_C-01_R2","764-55133","674-62758"
"10272","2016_C-02_2","0944-06086","0944-02399"
"10273","2016_E-10_2","0944-02412","0944-05608"
"10274","2016_F-02_1","754-10066",NA
"10275","2016_F-02_2","754-10066",NA
"10276","2016_F-02_R1","754-10066",NA
"10277","2016_F-02_R2","754-10066",NA
"10278","0944-05791","754-10217","0944-06465"
"10279","0944-05792","754-10217","0944-06465"
"10280","2016_J-06_A","0944-06415","0944-06370"
"10281","2016_J-06_2","0944-06415","0944-06370"
"10282","2016_M-14_R1","674-62739","754-10204"
"10283","2016_N-04_2","714-11005","754-10196"
"10284","2016_N-04_R1","714-11005","754-10196"
"10285","2016_N-04_R2","714-11005","754-10196"
"10286","2016_N-08_R1","674-62501","764-55475"
"10287","2016_N-08_R2","674-62501","764-55475"
"10288","2016_O-04_1",NA,"754-10087"
"10289","2016_O-04_2",NA,"754-10087"
"10290","2016_O-08_1","0944-06221","794-53898"
"10291","2016_O-08_2","0944-06221","794-53898"
"10292","2016_P-01_R1","714-11066","0944-06097"
"10293","2016_P-01_R2","714-11066","0944-06097"
"10294","2016_Q-07_1","0944-05639",NA
"10295","2016_S-01_2","764-55321","674-62710"
"10296","2016_S-01_RA","764-55321","674-62710"
"10297","2016_S-01_RB","764-55321","674-62710"
"10298","2016_T-01_R1","794-53845","864-01021"
"10299","2016_T-01_R2","794-53845","864-01021"
"10300","2017_B-04_2","0944-06099","0944-06147"
"10301","2017_C-01_2","764-55133","674-62758"
"10302","1034-11933","0944-06014","674-62912"
"10303","2017_E-01_2","0944-06014","674-62912"
"10304","2017_E-04_1","864-01069","0944-06369"
"10305","2017_E-04_2","864-01069","0944-06369"
"10306","2017_E-10_1","0944-05803","0944-05608"
"10307","2017_E-10_2","0944-05803","0944-05608"
"10308","2017_F-02_1","754-10066","674-62756"
"10309","2017_F-02_2","754-10066","674-62756"
"10310","2017_K-03_1","0944-06086","0944-05780"
"10311","1034-11949","674-62739","754-10204"
"10312","2017_M-14_2","674-62739","754-10204"
"10313","2017_N-08_2","674-62501","764-55475"
"10314","2017_O-08_1","0944-05639",NA
"10315","2017_O-09_A","0944-05719","0944-02390"
"10316","2017_O-09_B","0944-05719","0944-02390"
"10317","2017_P-01_2","714-11066","0944-06097"
"10318","2017_P-07_1","674-62935","0944-02458"
"10319","2017_P-07_2","674-62935","0944-02458"
"10320","2017_Q-03_1","0944-05747","0944-05812"
"10321","2017_Q-03_2","0944-05747","0944-05812"
"10322","2017_Q-06_2","0944-06145","0944-06013"
"10323","554-55629","0944-06081","754-10284"
"10324","554-55630","0944-06081","754-10284"
"10325","554-55673","0944-06086","0944-02399"
"10326","554-55674","0944-06086","0944-02399"
"10327","554-56644","674-62739","754-10204"
"10328","554-56645","674-62739","754-10204"
"10329","554-56663","0944-06233","764-55014"
"10330","554-56696","674-62935","0944-02458"
"10331","554-56697","674-62935","0944-02458"
"10332","584-02003","584-09636","584-01862"
"10333","584-02004","584-09636","584-01862"
"10334","584-02093","584-12839","554-19124"
"10335","584-02094","584-12839","554-19124"
"10336","584-02103","584-12289","584-12869"
"10337","584-02104","584-12289","584-12869"
"10338","584-02131","584-12819","584-12009"
"10339","584-02132","584-12819","584-12009"
"10340","584-02181","584-12068","554-19123"
"10341","584-02485","584-02410","554-19123"
"10342","584-02486","584-02410","554-19123"
"10343","584-02489","554-19134","584-01851"
"10344","584-09642","584-12819","584-12009"
"10345","584-09931","584-02404","554-19148"
"10346","584-09932","584-02404","554-19148"
"10347","584-09933","554-19134","584-01851"
"10348","584-09934","554-19134","584-01851"
"10349","584-09939","584-12839","554-19124"
"10350","584-09940","584-12839","554-19124"
"10351","584-09947","554-19149","584-02421"
"10352","584-09948","554-19149","584-02421"
"10353","584-09974","584-12072","554-19126"
"10354","584-09975","584-12072","554-19126"
"10355","584-09992",NA,"584-12820"
"10356","584-09993",NA,"584-12820"
"10357","584-12860",NA,"554-19151"
"10358","584-12885","584-12839","554-19124"
"10359","584-12886","584-12839","554-19124"
"10360","664-94909","714-11396","714-10659"
"10361","664-94910","714-11396","714-10659"
"10362","664-94926","684-45541","584-09985"
"10363","664-94927","684-45541","584-09985"
"10364","664-94932","684-45261","684-59983"
"10365","664-94933","684-45261","684-59983"
"10366","664-94934","684-45409","584-02078"
"10367","664-94943","684-45531","554-19133"
"10368","664-94944","684-45531","554-19133"
"10369","664-94958","684-45409","584-02078"
"10370","674-62903",NA,"714-17333"
"10371","674-62906",NA,"714-17483"
"10372","674-62915","754-10455","764-55011"
"10373","674-62916","754-10455","764-55011"
"10374","674-62924",NA,"754-10043"
"10375","674-62925",NA,"754-10043"
"10376","674-62931","674-62707","754-10284"
"10377","674-62932","674-62707","754-10284"
"10378","674-62941","684-59896","584-09930"
"10379","674-62947","714-11219",NA
"10380","674-62948","714-11219",NA
"10381","674-62949","754-10200","754-10323"
"10382","674-62950","754-10200","754-10323"
"10383","674-62952",NA,"764-55014"
"10384","674-62955","844-74874","684-59731"
"10385","674-62967","724-39171",NA
"10386","674-62968","724-39171",NA
"10387","674-62971","754-10002","714-11441"
"10388","674-62972","754-10002","714-11441"
"10389","674-62976","754-10490","684-59737"
"10390","674-62977","754-10490","684-59737"
"10391","674-62978","764-55157","754-10484"
"10392","674-62979","764-55157","754-10484"
"10393","674-62986","764-55321","0944-02424"
"10394","684-45109","584-12839","554-19124"
"10395","684-45110","584-12839","554-19124"
"10396","684-45122","584-09636","584-01862"
"10397","684-45123","584-09636","584-01862"
"10398","684-45126","684-45002","584-02444"
"10399","684-45155",NA,"584-09930"
"10400","684-45182","554-19134","584-01851"
"10401","684-45183","554-19134","584-01851"
"10402","684-45215","584-12068","554-19123"
"10403","684-45216","584-12068","554-19123"
"10404","684-45225","584-01857","584-12888"
"10405","684-45236","584-12819","584-12009"
"10406","684-45237","584-12819","584-12009"
"10407","684-45262","584-12227","584-02471"
"10408","684-45263","584-12227","584-02471"
"10409","684-45266","584-12880","584-09631"
"10410","684-45267","584-12880","584-09631"
"10411","684-45282",NA,"554-19133"
"10412","684-45283",NA,"554-19133"
"10413","684-45286","584-02448",NA
"10414","684-45287","584-02448",NA
"10415","684-45295","584-12289","584-12869"
"10416","684-45296","584-12289","584-12869"
"10417","684-45387",NA,"584-12805"
"10418","684-45394","584-09927","684-45075"
"10419","684-45623","584-09636","584-01862"
"10420","684-45624","584-09636","584-01862"
"10421","684-45627","684-45002","584-02444"
"10422","684-45628","684-45002","584-02444"
"10423","684-45663","584-09927","684-45075"
"10424","684-45664","584-09927","684-45075"
"10425","684-45687","684-45036","554-19148"
"10426","684-45688","684-45036","554-19148"
"10427","684-45698","584-01857","584-12888"
"10428","684-45699","584-01857","584-12888"
"10429","684-45701","684-45541","584-12805"
"10430","684-45702","684-45541","584-12805"
"10431","684-45706","584-12819","584-12009"
"10432","684-45758","584-12289","584-12869"
"10433","684-45776","684-45531","554-19133"
"10434","684-45777","684-45531","554-19133"
"10435","684-45807",NA,"584-09949"
"10436","684-45808",NA,"584-09949"
"10437","684-45815","584-12068","554-19123"
"10438","684-45824","584-12880","584-09631"
"10439","684-45825","584-12880","584-09631"
"10440","684-45930","684-45036","554-19148"
"10441","684-45934","584-01857","584-12888"
"10442","684-45935","584-01857","584-12888"
"10443","684-45942","584-02404","584-09959"
"10444","684-45943","584-02404","584-09959"
"10445","684-45951","684-45007","554-19124"
"10446","684-45968","584-02497","584-12887"
"10447","684-45969","584-02497","584-12887"
"10448","684-45978","584-12819","584-12009"
"10449","684-45979","584-12819","584-12009"
"10450","684-59733","684-45862","584-09930"
"10451","684-59734","684-45862","584-09930"
"10452","684-59745","584-09927",NA
"10453","684-59746","584-09927",NA
"10454","684-59787","584-02404","584-09959"
"10455","684-59788","584-02404","584-09959"
"10456","684-59789","684-45036","554-19148"
"10457","684-59790","684-45036","554-19148"
"10458","684-59791","584-02011","584-12859"
"10459","684-59798","684-45007","554-19124"
"10460","684-59799","684-45007","554-19124"
"10461","684-59825","584-02497","584-12887"
"10462","684-59827","584-02497","584-12887"
"10463","684-59828","584-12068","584-09985"
"10464","684-59829","684-45541","584-12805"
"10465","684-59876","584-02118","714-10555"
"10466","684-59877","584-02118","714-10555"
"10467","714-10579","684-45002","584-02444"
"10468","714-10596","714-10515","584-09930"
"10469","714-10597","714-10515","584-09930"
"10470","714-10668","584-02404","584-09959"
"10471","714-10669","584-02404","584-09959"
"10472","714-10670","684-45036","554-19148"
"10473","714-10671","684-45036","554-19148"
"10474","714-10680","684-45007","554-19124"
"10475","714-10681","684-45007","554-19124"
"10476","714-10715","584-01857","584-12888"
"10477","714-10716","584-01857","584-12888"
"10478","714-10717","584-12068","554-19123"
"10479","714-10718","584-12068","554-19123"
"10480","714-10727","684-45541","584-12805"
"10481","714-10730","584-02460",NA
"10482","714-10731","584-02460",NA
"10483","714-10761","584-12227","584-02471"
"10484","714-10800","714-10821",NA
"10485","714-10987","714-10911","714-10705"
"10486","714-10996","554-19134","714-10511"
"10487","714-11001","584-02011","584-12859"
"10488","714-11002","584-02011","584-12859"
"10489","714-11006","684-59957","714-10658"
"10490","714-11015","584-12262","684-45327"
"10491","714-11044","584-02497","584-12887"
"10492","714-11045","584-02497","584-12887"
"10493","714-11054","584-02417","714-10757"
"10494","714-11056","684-45898","684-45316"
"10495","714-11063","684-45862","584-09930"
"10496","714-11064","684-45862","584-09930"
"10497","714-11076","584-02124","584-12226"
"10498","714-11077","584-02124","584-12226"
"10499","714-11083","714-10892","684-45312"
"10500","714-11086","684-59957","714-10658"
"10501","714-11104","584-09927","714-10864"
"10502","714-11105","714-10892","684-45312"
"10503","714-11110","684-45007","554-19124"
"10504","714-11111","684-45007","554-19124"
"10505","714-11137","554-19134","584-01851"
"10506","714-11139","684-45531","554-19133"
"10507","714-11140","684-45531","554-19133"
"10508","714-11158","584-09927","714-10864"
"10509","714-11159","584-02011","584-12859"
"10510","714-11160","584-02011","584-12859"
"10511","714-11198","554-19134","584-01851"
"10512","714-11199","584-02404","584-09959"
"10513","714-11201","684-45036","554-19148"
"10514","714-11205","714-10892","684-45312"
"10515","714-11215","584-02497","584-12887"
"10516","714-11249","684-45862","584-09930"
"10517","714-11262","684-45036","554-19148"
"10518","714-11263","584-02404","584-09959"
"10519","714-11276","684-59914","684-45325"
"10520","714-11283","584-02497","584-12887"
"10521","714-11285","584-12068","584-09985"
"10522","714-11286","584-12068","584-09985"
"10523","714-11296","684-45002","584-02444"
"10524","714-11301","684-45862","584-09930"
"10525","714-11315","584-02025","684-45508"
"10526","714-11317","684-59914","684-45325"
"10527","714-11327","584-12246","684-45214"
"10528","714-11328","584-12246","684-45214"
"10529","714-11340","684-45409","584-02078"
"10530","714-11344","684-45002","584-02444"
"10531","714-11348","584-12054","584-02024"
"10532","714-11353","584-02124","584-12226"
"10533","714-11359","584-09648","584-12098"
"10534","714-11365","584-12054","584-02024"
"10535","714-11371","684-45721","684-45513"
"10536","714-11408","584-02118","714-10555"
"10537","714-11409","584-02118","714-10555"
"10538","714-11416","584-02025","684-45508"
"10539","714-11417","584-02025","684-45508"
"10540","714-11458","584-12054","584-02024"
"10541","714-11459","584-12054","584-02024"
"10542","714-11461","714-10798","584-02134"
"10543","714-11462","714-10666","584-12033"
"10544","714-11463","714-10666","584-12033"
"10545","714-11473","684-45213","584-12281"
"10546","714-11474","684-45213","584-12281"
"10547","714-11475","714-10833","684-45834"
"10548","714-11476","714-10833","684-45834"
"10549","714-11477","684-45485","714-10593"
"10550","714-11478","684-45485","714-10593"
"10551","714-11481","684-45520","684-45830"
"10552","714-11495","684-59914","684-45325"
"10553","714-11496","684-59914","684-45325"
"10554","714-17107","584-02124","584-12226"
"10555","714-17108","584-02124","584-12226"
"10556","714-17115","714-10911","714-10705"
"10557","714-17116","714-10911","714-10705"
"10558","714-17120","684-59914","684-45325"
"10559","714-17121","684-59914","684-45325"
"10560","714-17124","714-10531","714-10736"
"10561","714-17125","714-10531","714-10736"
"10562","714-17165","684-59957","714-10658"
"10563","714-17166","684-45485","714-10593"
"10564","714-17185","714-10873","684-45265"
"10565","714-17186","714-10873","684-45265"
"10566","714-17187","684-45988","684-45235"
"10567","714-17188","684-45988","684-45235"
"10568","714-17192","584-02497","584-12887"
"10569","714-17194","584-02497","584-12887"
"10570","714-17197","684-59769","714-10936"
"10571","714-17202","714-10675","684-45554"
"10572","714-17203","584-02101","684-45413"
"10573","714-17204","584-02101","684-45413"
"10574","714-17205","714-10592","714-10847"
"10575","714-17206","714-10592","714-10847"
"10576","714-17207","584-09648","584-12098"
"10577","714-17208","684-45636","584-12030"
"10578","714-17214","714-10647","714-10528"
"10579","714-17217","684-59975","714-10684"
"10580","714-17218","684-59975","714-10684"
"10581","714-17231","714-10746","714-10697"
"10582","714-17232","714-10746","714-10697"
"10583","714-17242","684-45531","554-19133"
"10584","714-17243","684-45531","554-19133"
"10585","714-17256","584-02118","714-10555"
"10586","714-17257","584-02118","714-10555"
"10587","714-17301","584-12241","684-59837"
"10588","714-17302","584-12241","684-59837"
"10589","714-17303","714-10959",NA
